Requirement_ID,Evidence_File,Evidence_Line,Evidence_Type,Evidence_Name,Evidence_Content,Match_Score
PERF_fabbe803,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_fabbe803,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_fabbe803,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_fabbe803,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_5849c0c5,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_38ba6499,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_36b06f17,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.000
PERF_751d94fa,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,shared_workspace\06_MPE_script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
PERF_751d94fa,shared_workspace\06_MPE_script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.100
DATA_013d0e38,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_013d0e38,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_013d0e38,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_013d0e38,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_013d0e38,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_013d0e38,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_013d0e38,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_013d0e38,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_013d0e38,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_013d0e38,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.500
DATA_3a6988a0,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_3a6988a0,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_3a6988a0,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_3a6988a0,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_3a6988a0,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_3a6988a0,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_3a6988a0,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_3a6988a0,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_3a6988a0,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_3a6988a0,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.500
DATA_d41ce29b,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.667
DATA_d41ce29b,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.667
DATA_d41ce29b,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.667
DATA_d41ce29b,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.667
DATA_d41ce29b,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.667
DATA_d41ce29b,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.667
DATA_d41ce29b,Deadline-MPE\script.js,236,function,renderDefinedRoutines,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.667
DATA_d41ce29b,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.667
DATA_d41ce29b,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.667
DATA_d41ce29b,Deadline-MPE\script.js,236,function,if,function renderDefinedRoutines() { if (!definedRoutinesListUL) return; definedRoutinesListUL.innerHT...,0.667
DATA_0c00be46,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,Deadline-MPE\script2.js,185,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,Deadline-MPE\script2.js,185,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,script.js,274,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,script.js,274,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,shared_workspace\03_main_script.js,274,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,shared_workspace\03_main_script.js,274,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,shared_workspace\06_MPE_script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_0c00be46,shared_workspace\06_MPE_script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.333
DATA_79561bfb,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_79561bfb,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_79561bfb,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_79561bfb,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_79561bfb,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_79561bfb,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_79561bfb,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_79561bfb,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_79561bfb,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_79561bfb,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.500
DATA_90572950,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_90572950,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_90572950,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_90572950,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_90572950,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_90572950,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_90572950,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_90572950,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_90572950,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_90572950,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,1.000
DATA_b30390b7,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_b30390b7,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_b30390b7,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_b30390b7,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_b30390b7,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_b30390b7,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_b30390b7,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_b30390b7,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_b30390b7,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_b30390b7,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,1.000
DATA_c7b6175a,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_c7b6175a,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_c7b6175a,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_c7b6175a,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_c7b6175a,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_c7b6175a,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_c7b6175a,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_c7b6175a,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_c7b6175a,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_c7b6175a,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,1.000
DATA_0909939d,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_0909939d,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_0909939d,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_0909939d,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_0909939d,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_0909939d,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_0909939d,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_0909939d,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_0909939d,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_0909939d,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,1.000
DATA_ab55f044,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_ab55f044,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_ab55f044,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_ab55f044,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_ab55f044,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_ab55f044,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_ab55f044,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_ab55f044,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_ab55f044,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_ab55f044,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,1.000
DATA_084b6f47,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_084b6f47,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",1.000
DATA_084b6f47,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_084b6f47,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",1.000
DATA_084b6f47,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_084b6f47,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,1.000
DATA_084b6f47,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_084b6f47,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_084b6f47,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,1.000
DATA_084b6f47,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,1.000
DATA_7f347496,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_7f347496,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_7f347496,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_7f347496,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_7f347496,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_7f347496,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_7f347496,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_7f347496,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_7f347496,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_7f347496,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.500
DATA_cd0e40e1,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_cd0e40e1,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_cd0e40e1,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_cd0e40e1,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_cd0e40e1,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_cd0e40e1,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_cd0e40e1,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_cd0e40e1,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_cd0e40e1,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_cd0e40e1,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.500
DATA_5569bc2b,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_5569bc2b,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_5569bc2b,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_5569bc2b,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_5569bc2b,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_5569bc2b,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_5569bc2b,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_5569bc2b,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_5569bc2b,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
DATA_5569bc2b,Deadline-MPE\script.js,222,function,if,if (itemData.type === 'habit') { const streakSpan = document.createElement('span'); streakSpan.class...,0.500
DATA_d5263b52,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_d5263b52,Deadline-MPE\script.js,168,function,createTaskItemData,"function createTaskItemData(name, category, isHighPriority, dueDateStr, dueTimeStr) {",0.500
DATA_d5263b52,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_d5263b52,Deadline-MPE\script.js,189,function,createHabitInstanceData,"function createHabitInstanceData(habitDef, forDate) {",0.500
DATA_d5263b52,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_d5263b52,Deadline-MPE\script.js,215,function,addItemToGame,function addItemToGame(itemData) {,0.500
DATA_d5263b52,Deadline-MPE\script.js,217,function,if,if (itemData.type === 'task' && itemData.isHighPriority) { itemElement.classList.add('high-priority'...,0.500
